id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area
BV10419149,燕郊行宫花园(公交站),"116.811845,39.943954",交通设施服务;公交车站;公交车站相关,150700,816路;930路,131082,河北省,廊坊市,三河市,迎宾路
BV10081602,行宫花园(公交站),"116.812318,39.944010",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河304路;三河309路;三河503路,131082,河北省,廊坊市,三河市,迎宾路
BV11625137,中燕小区(公交站),"116.806411,39.958490",交通设施服务;公交车站;公交车站相关,150700,(停运)燕潮夜市1线;三河308路;城铁接驳2路,131082,河北省,廊坊市,三河市,海油大街
BV11627664,华北科技学院北门(公交站),"116.805075,39.958450",交通设施服务;公交车站;公交车站相关,150700,811路;818路;818路(金桐西路),131082,河北省,廊坊市,三河市,海油大街
BV10759557,中海油基地(公交站),"116.807470,39.952871",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,学院大街
BV11584503,四十五所二区(公交站),"116.805456,39.965308",交通设施服务;公交车站;公交车站相关,150700,三河306路;三河307路;临1路,131082,河北省,廊坊市,三河市,[]
BV11690145,劳务市场(公交站),"116.807925,39.972005",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV10081941,燕郊行宫大市场(公交站),"116.806621,39.948315",交通设施服务;公交车站;公交车站相关,150700,813路;814路,131082,河北省,廊坊市,三河市,行宫西大街
BV11584505,盟多地板(公交站),"116.806836,39.969154",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,[]
BV09363446,第二实验中学(公交站),"116.811878,39.977382",交通设施服务;公交车站;公交车站相关,150700,302路,131082,河北省,廊坊市,三河市,[]
BV11630090,华北科技学院(公交站),"116.804549,39.952617",交通设施服务;公交车站;公交车站相关,150700,812路,131082,河北省,廊坊市,三河市,学院大街
BV11573927,行宫市场(公交站),"116.806621,39.948315",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河401路,131082,河北省,廊坊市,三河市,行宫西大街
BV10759555,华科南门(公交站),"116.804935,39.952666",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,学院大街
BV11474529,三河李家务(公交站),"116.884852,39.949891",交通设施服务;公交车站;公交车站相关,150700,816路;817路;930路,131082,河北省,廊坊市,三河市,[]
BV10570316,燕郊镇政府(公交站),"116.808452,39.944028",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河304路;三河309路;三河503路,131082,河北省,廊坊市,三河市,[]
BV10713099,李家务(公交站),"116.883859,39.949740",交通设施服务;公交车站;公交车站相关,150700,三河503路,131082,河北省,廊坊市,三河市,[]
BV11625136,华科北门(公交站),"116.802804,39.958555",交通设施服务;公交车站;公交车站相关,150700,(停运)燕潮夜市1线;三河308路,131082,河北省,廊坊市,三河市,海油大街
BV10782510,远东集团(公交站),"116.808467,39.976516",交通设施服务;公交车站;公交车站相关,150700,(停运)燕潮夜市1线;302路;三河305路,131082,河北省,廊坊市,三河市,[]
BV10646677,华隆工业园(公交站),"116.806448,39.974014",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河307路;三河501路,131082,河北省,廊坊市,三河市,[]
BV11479929,乔官屯村(公交站),"116.880129,39.978403",交通设施服务;公交车站;公交车站相关,150700,三河310路,131082,河北省,廊坊市,三河市,[]
BV09355224,隧道局北苑(公交站),"116.801981,39.961101",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,[]
BV09451093,临时站(公交站),"116.802050,39.963796",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,[]
BV09354089,临时站(华科北北区)(公交站),"116.802109,39.963373",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,[]
BV09295199,防灾北校北门(公交站),"116.801045,39.965164",交通设施服务;公交车站;公交车站相关,150700,三河306路,131082,河北省,廊坊市,三河市,[]
BV11573925,交干院(公交站),"116.802550,39.948124",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河401路,131082,河北省,廊坊市,三河市,行宫西大街
BV10417000,人民医院(公交站),"116.805125,39.943786",交通设施服务;公交车站;公交车站相关,150700,三河503路,131082,河北省,廊坊市,三河市,[]
BV09060653,福合医院(公交站),"116.805125,39.943786",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河304路;三河309路;城铁接驳1路,131082,河北省,廊坊市,三河市,[]
BV10759534,防灾南门(公交站),"116.801045,39.952188",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,学院大街
BV10081930,中赵甫村(公交站),"116.798400,39.958559",交通设施服务;公交车站;公交车站相关,150700,(停运)燕潮夜市1线;811路;818路;818路(金桐西路);819路;三河307路;三河308路;燕郊专线,131082,河北省,廊坊市,三河市,海油大街
BV10588775,燕京航城南(公交站),"116.801274,39.971761",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游4线;893路;三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV09140542,燕桥中学(公交站),"116.806222,39.977557",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,[]
BV11662288,交通干部管理学院(公交站),"116.800474,39.948541",交通设施服务;公交车站;公交车站相关,150700,811路;812路;813路;814路;818路;818路(金桐西路);819路;燕郊专线,131082,河北省,廊坊市,三河市,行宫西大街
BV11263479,剑桥学校(公交站),"116.805078,39.976586",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,[]
BV10422090,防灾科技学院(公交站),"116.799201,39.950973",交通设施服务;公交车站;公交车站相关,150700,811路;812路;818路;818路(金桐西路);819路;燕郊专线,131082,河北省,廊坊市,三河市,行宫西大街
BV09289146,八小(公交站),"116.798950,39.965109",交通设施服务;公交车站;公交车站相关,150700,三河306路;临1路,131082,河北省,廊坊市,三河市,[]
BV09094678,三友汽车配件(公交站),"116.806065,39.978278",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,[]
BV10759423,交干院公寓(公交站),"116.800208,39.949045",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游4线;(停运)燕潮夜市1线;三河304路;三河309路,131082,河北省,廊坊市,三河市,行宫西大街
BV10999743,学院街(公交站),"116.799044,39.951273",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游4线;(停运)燕潮夜市1线;三河304路;三河309路,131082,河北省,廊坊市,三河市,学院大街
